"1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30"
41.6749106896057,41.9859413406631,42.9060072617234,42.4445564413044,42.3457684952661,42.5322925657702,43.8862241024111,44.4844295408709,43.2954217992462,44.3068295798436,45.4040997914223,45.6424330832787,45.2397053627334,45.3396422136454,46.3096798346796,45.8395414096936,46.1274980923316,46.4050454623026,48.1170386289762,46.8133822970925,46.740353263543,48.1934953893777,48.5868668688008,48.8550008247686,48.0418772840178,48.3786204700226,48.8846768098095,49.0127330592074,50.0710415915503,49.1388984761831
3.91112501195988,3.54800860883139,4.24428334075014,4.17084966234234,4.06725879247857,4.47705789036777,5.85481481642583,4.93491864194379,4.7942876002553,5.54536952964379,5.80358310273547,5.88880725019173,5.98407686092969,6.8233374650622,6.77361823131766,6.80431243647713,7.56571550097457,7.18333704828909,7.99646563294346,7.90938416570602,8.61949191833373,8.20534430715245,7.8925422933678,9.43332412066517,9.63681539386762,10.1487242396284,10.3093074073044,9.07561181805543,10.436077379548,10.638833884879
5.98341311828699,5.56865004646969,6.07434610133998,5.81587886433397,5.54704867459294,6.52166518116819,6.43442767983679,7.09285339652736,7.00254569928457,8.39446744734508,7.6964163377099,7.84598097322273,8.22160860989098,8.62168742712331,9.09770444876431,9.32041853746161,9.5211383934679,9.62861565549477,9.67274575654314,10.2903994149343,10.4584115324477,11.4001267566446,10.3699691762337,10.3143439849883,11.9132792029909,11.8184637631941,11.6118081197708,12.3820181237823,12.2636959620883,12.5596189722263
2.65218441874055,2.11271965064822,2.74676790885503,1.23797064924111,4.3896933365317,3.65547671589101,3.66020234371081,4.3042105377571,4.18658746898421,4.53572214161757,4.7922619672181,5.5058280996956,5.58581229829597,5.50216423206385,5.59142849969948,6.24315266881645,6.41841193087348,6.09832097677792,6.49638162536955,6.08842217337884,7.66045205308963,6.32885088497365,7.81176721818801,6.54511162254024,8.14317014372878,8.57048527613563,9.42725990174759,9.33600441921894,8.66585923146734,9.09930379785188
17.3708075926821,18.5223525152406,18.5666734693196,19.3740713419395,19.552796192734,18.8329312490088,19.786752477433,20.0450696174688,20.2715922583821,20.6471622895279,20.1038237374136,21.342935110557,21.618713123369,21.4506920545399,23.0471918438787,21.9073498689298,22.416849960166,21.6179728463827,23.1630982585089,22.0094065272839,23.161783852428,23.9605961359661,23.9769154848657,23.9573686536729,24.7374738342096,24.1792665327359,25.2430676458697,25.2993349187855,24.4770805771016,26.5975646671323
12.2807275470235,12.3975352337853,13.6589217003011,13.5571904014422,13.039603218888,12.9679618161132,13.4337851512998,13.8395193293138,13.729915678746,15.114966883019,14.3780514660592,14.7284620961855,16.0973795788546,15.9701061113982,15.9647793117348,14.8987442953417,16.1091539495211,16.327718111862,16.4537958866315,17.9064789374711,17.4607091380342,17.8932373800282,17.3815062056207,17.1234556063235,18.0350133367789,18.7512497403737,18.5314986423507,19.3764079878225,19.4598452974366,18.755930829496
32.5612797685756,32.8672312508017,33.3270962700675,33.094757133085,32.8262579730429,32.5447009264348,33.4852005259905,33.4084647691442,34.5318721757218,34.3748204126968,33.5194864001204,35.8284315867302,34.915090632384,35.1145919313471,36.0205371189779,36.5327933338526,36.2291261483309,36.5112676415679,35.7916677655032,37.0239900042857,36.7219417570247,36.9247353061837,37.7166279617945,37.9955214088039,38.5892089759749,38.2956450870732,38.3802993609539,38.5216520515466,39.2908555331983,38.5112535727376
36.7053012179578,38.3007547828643,38.4357028262581,37.9356124914908,38.6370845846192,38.3515171760752,38.7842519965126,39.6049809932503,39.5439174287219,40.0870044392415,40.0731248586878,39.975792187362,40.8314458236317,41.0579533233395,39.9345086831137,41.1218632723766,41.6590088434098,42.0305946346076,41.8774242774491,41.1317273234879,42.0242418921019,42.9026168056759,41.924280720764,43.1269190308607,43.3132491457098,43.09227745048,43.3210220599802,43.5117645677429,44.0383136213993,44.6219208471848
18.1958721759288,18.2624122051689,19.0085565460414,18.5710111983692,19.702928055219,20.0018569043783,19.2258257988284,20.2179609223066,20.2730768663643,20.0857943454949,21.10973447804,20.8044823524647,22.523466265386,22.0429764375702,21.5884237281541,21.5558359555239,22.0430312098758,22.2396783762753,23.479582619992,22.4359777026448,23.8308316682971,23.8206441792121,23.0553287410151,23.5440399186549,24.2387410617932,23.8253347455912,24.9566171420906,24.7230164800078,24.7040455321725,25.3505125442062
10.028958523012,10.9017080026281,10.6873909798592,10.3624370470457,10.6626228024981,11.1573110854229,12.3842200937038,11.7144464114145,11.5679614033529,11.8796735123611,12.4564283148208,13.1710793367735,13.5158816991944,13.5073833830083,12.8774283720181,14.0280583869028,14.4352253248498,14.973824261247,14.1679672814899,15.7292312243925,15.603350133462,15.93221890874,16.5636409630474,16.1226601531751,16.1888538655685,16.956839677305,16.5037399057346,16.8361050156615,16.7796183020516,18.0039006932592
9.38562817555557,9.68416789994099,10.5272864837789,10.5454376878498,10.9704254693451,10.1025030471311,9.84211303721564,10.7197107599931,11.1056333269415,11.7406704959401,10.7939360476198,11.8775375824034,12.3024045896867,11.8959377935383,12.9784659357943,12.7353921165189,13.161920629369,14.0250705242444,14.3061803204613,15.6103670389732,14.523458729944,14.3659722690894,14.943727360574,14.3344012662416,15.8371162974022,15.6256708534098,15.956219788416,16.0982269319455,16.7103457899623,16.4331823119875
26.6257945657863,26.3719077161734,27.5299706147234,27.3077897712357,28.4457092965846,28.2924236250936,29.0499509561053,29.100628464261,29.2443922165263,28.7673250753212,28.2251716613751,28.808911341476,30.3198887954907,30.8364411107238,31.7948422687201,31.2951911589733,31.5455452970433,31.8072231738433,31.0574152849202,31.6932285058268,32.971477849117,32.3501579064606,33.1453860940827,32.6613600011038,33.3927959552187,33.8085530198009,33.3103132122641,34.8409821698614,33.8632945297965,34.4036950009286
23.9885889817155,23.4532994091207,23.7135749349797,23.9184659163096,23.8116132854001,25.5087991440885,24.5196056264941,24.7171561106014,24.6572518567227,26.0543955397389,25.3092348942585,25.3668179490073,26.5321199419303,27.5989874811768,25.5734298149218,27.3482526836102,27.2546966953686,27.4009014442312,27.10775116691,28.3000105636675,28.4841900704657,29.522683740637,29.2078373876199,28.9781237746053,29.7648359177097,29.2018873466894,30.4893914544361,30.4990093733543,30.0396032843015,30.3291759030073
15.7944608205599,16.8503794725241,16.9794216482016,17.0340452750876,18.0138824226673,16.9059920587058,17.648145710647,17.1666735972296,17.3860020331579,18.1657682073297,18.403815180375,18.8386241089215,19.10729952257,19.580854399898,20.7047204139539,19.8335468704894,20.3164900381273,20.3029637461446,21.3471646445486,20.7305235572566,20.9332974145091,22.1292470373151,22.0202763217307,21.6051594125172,21.7762465907416,23.4629122097881,22.2776811597198,23.025351677203,23.6705517881554,23.8207469863746
2.99742339979225,3.28434740762694,3.47988763527833,4.46553408974428,4.37846290772443,4.50588052916835,5.02427811308887,5.20184272595656,5.19130646023134,5.85010921698772,5.36763490994433,5.89115284847023,6.06933860977487,7.09609819508186,6.49017692527236,6.3442145362686,7.12937688692122,7.88409811561777,8.403402818229,8.3623838734238,7.59974205786184,9.35856109492467,8.48136296421229,8.78929501839949,8.64777981996727,9.38825002178021,9.70614924511574,9.94616831762575,10.561043553363,10.8763352251091
36.1398085152092,36.9281768466481,37.5721853952665,37.6484487316038,36.3905183088256,37.0970351384271,38.7457840897273,37.9982442445979,38.5871781675885,39.2127202783675,38.5809487153851,40.274644520404,38.3329526904172,38.8291304917902,39.7464188768055,40.4662122943304,39.5219625136636,41.3136432228362,40.0678105487949,41.2956519894645,40.6572608863913,42.1199494413946,41.5540112531933,41.9047352113263,41.9342390840452,42.7806150557685,43.143181934763,42.9636099022249,43.4427929799685,42.7882697983684
12.1281813158861,13.553038921787,12.9010159263029,12.2940048139761,12.1924984955001,12.9275095797608,13.3923690208469,13.9948669859149,14.2420477836833,13.6554913114111,14.2463825691221,14.0978101202675,14.1284315332491,15.225736738277,14.8673137293143,15.6434383045098,17.4801255362474,16.6284847391165,17.0596540783418,16.5962434739129,17.4334660664631,18.0812535540293,17.6150404306812,17.5001217595153,18.080504178653,18.4486314886203,18.8386885656132,18.6932061792097,19.7319750240692,19.3063936817909
