Ensemble,SC,Lasso,MC,MDD
1.040931614867043,1.3467056495891803,2.251046020603319,2.0386025707818387,2.806087802019013
1.3740487294747736,1.6260391495884456,4.4090498255017385,3.127952600974949,4.4235924439386025
1.1265073721281722,1.088548530781329,3.624046613965854,2.1759577842386055,3.671588116809784
1.534168533271015,1.8977845872451073,3.426454892575092,2.3423980506782693,4.262859640606474
1.620366867969097,1.9315810302975267,4.205159078557722,2.1452993893558343,4.481263310237967
0.9735229573086995,1.3645279856675356,4.8009930888135735,1.4103526224454626,4.5166577756702475
1.2408871188813329,1.4868737865185602,5.927918575912649,2.1667096010448663,5.560826508528636
1.2546920990731238,1.446419339410795,7.490074110243941,2.111557764769235,6.294210240303919
0.8281435844057721,0.9367919813244612,7.704530966445343,1.4077023989702897,6.271325576398996
1.2351160753840826,1.4153404062215906,7.9934998343978885,2.0812254020778878,8.413055986391095
1.1610968148705383,1.4097307342340688,8.716021237642446,1.9881820166148054,8.17558627974481
1.122540504697317,1.5847004765858494,11.054846108137706,2.042043839056957,9.37713073093466
1.2131927097696873,1.4978648404407042,12.162192918498468,2.4210994983761998,10.617770027873854
1.1415036696876488,1.401473312048989,12.425632358740497,1.8278356507761406,10.768958923497458
1.087197512990366,1.4414838619265786,11.49963751875973,2.071976913197931,11.344905606117962
0.957465270154405,1.0457246260312139,15.5593769886204,1.5114370938725168,12.918250199463694
1.0492625302334415,1.5708772931521755,14.20793951491077,1.4097738444792653,12.351202329048494
1.4087747714915577,1.6965594868474128,18.632766382161574,2.1819995258524587,15.508954274616734
1.2034683032122018,1.4595435796342995,19.443978716574083,2.2958263843553093,19.855209323385267
1.016547471909246,1.3681779339399645,20.369064203068078,2.4556593109073255,18.856046451435358
1.3226651289239322,1.6689217622851011,23.36574540397894,2.368083510520511,20.632727904903547
1.240462428927353,1.5851644107050848,26.04746426095219,1.9175732804847108,22.06134993620532
