"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30"
39.6771724404219,39.7016649291795,40.2668062737706,39.9846396030245,40.0925461100009,40.567934522737,40.8709426685311,41.0888731697976,41.3308476324019,41.716955234831,41.6721021214019,42.1443714877425,42.3215785574753,42.6242993924772,42.5203659506161,42.8982807268035,43.6261275505818,43.7820893484533,44.0814955857258,44.0579358426698,44.8231622422538,45.1957753518677,44.9606070027818,45.0956211981766,45.8146328770858,45.8144885153198,46.1471086412225,45.8600529625391,46.3372172994127,46.9951961814387
23.3449262502837,23.3694187390413,23.9345600836323,23.6523934128863,23.7602999198627,24.2356883325988,24.5386964783929,24.7566269796593,24.9986014422636,25.3847090446928,25.3398559312637,25.8121252976043,25.9893323673371,26.292053202339,26.1881197604779,26.5660345366652,27.2938813604436,27.4498431583151,27.7492493955875,27.7256896525316,28.4909160521155,28.8635291617294,28.6283608126436,28.7633750080384,29.4823866869475,29.4822423251816,29.8148624510843,29.5278067724008,30.0049711092745,30.6629499913005
39.3859171209964,39.410409609754,39.9755509543451,39.6933842835991,39.8012907905754,40.2766792033116,40.5796873491057,40.7976178503721,41.0395923129764,41.4256999154055,41.3808468019765,41.853116168317,42.0303232380498,42.3330440730517,42.2291106311906,42.607025407378,43.3348722311563,43.4908340290278,43.7902402663003,43.7666805232443,44.5319069228283,44.9045200324422,44.6693516833564,44.8043658787511,45.5233775576603,45.5232331958943,45.855853321797,45.5687976431136,46.0459619799873,46.7039408620132
10.70079536429,10.7252878530476,11.2904291976387,11.0082625268926,11.116169033869,11.5915574466051,11.8945655923992,12.1124960936656,12.3544705562699,12.7405781586991,12.69572504527,13.1679944116106,13.3452014813434,13.6479223163453,13.5439888744842,13.9219036506715,14.6497504744499,14.8057122723214,15.1051185095938,15.0815587665379,15.8467851661218,16.2193982757357,15.9842299266499,16.1192441220447,16.8382558009538,16.8381114391879,17.1707315650906,16.8836758864071,17.3608402232808,18.0188191053068
11.2222244255016,11.2467169142592,11.8118582588502,11.5296915881042,11.6375980950805,12.1129865078167,12.4159946536108,12.6339251548772,12.8758996174815,13.2620072199107,13.2171541064816,13.6894234728222,13.866630542555,14.1693513775569,14.0654179356958,14.4433327118831,15.1711795356615,15.327141333533,15.6265475708054,15.6029878277495,16.3682142273334,16.7408273369473,16.5056589878615,16.6406731832563,17.3596848621654,17.3595405003995,17.6921606263022,17.4051049476187,17.8822692844924,18.5402481665184
40.5025963232538,40.5270888120114,41.0922301566025,40.8100634858565,40.9179699928328,41.393358405569,41.6963665513631,41.9142970526295,42.1562715152338,42.542379117663,42.4975260042339,42.9697953705744,43.1470024403072,43.4497232753091,43.345789833448,43.7237046096354,44.4515514334137,44.6075132312852,44.9069194685577,44.8833597255018,45.6485861250857,46.0211992346996,45.7860308856138,45.9210450810086,46.6400567599177,46.6399123981518,46.9725325240545,46.685476845371,47.1626411822447,47.8206200642706
19.4430284778019,19.4675209665595,20.0326623111506,19.7504956404045,19.8584021473809,20.333790560117,20.6367987059111,20.8547292071775,21.0967036697818,21.482811272211,21.4379581587819,21.9102275251225,22.0874345948553,22.3901554298572,22.2862219879961,22.6641367641834,23.3919835879618,23.5479453858333,23.8473516231057,23.8237918800498,24.5890182796337,24.9616313892476,24.7264630401618,24.8614772355566,25.5804889144657,25.5803445526998,25.9129646786025,25.625908999919,26.1030733367927,26.7610522188187
27.630628497314,27.6551209860717,28.2202623306627,27.9380956599167,28.046002166893,28.5213905796292,28.8243987254233,29.0423292266897,29.284303689294,29.6704112917232,29.6255581782941,30.0978275446347,30.2750346143674,30.5777554493694,30.4738220075083,30.8517367836956,31.579583607474,31.7355454053455,32.0349516426179,32.011391899562,32.7766182991459,33.1492314087598,32.914063059674,33.0490772550688,33.7680889339779,33.767944572212,34.1005646981147,33.8135090194312,34.2906733563049,34.9486522383309
37.1543517849198,37.1788442736774,37.7439856182685,37.4618189475224,37.5697254544988,38.0451138672349,38.348122013029,38.5660525142954,38.8080269768997,39.1941345793289,39.1492814658998,39.6215508322404,39.7987579019732,40.1014787369751,39.997545295114,40.3754600713013,41.1033068950797,41.2592686929512,41.5586749302236,41.5351151871677,42.3003415867516,42.6729546963656,42.4377863472797,42.5728005426745,43.2918122215836,43.2916678598177,43.6242879857204,43.3372323070369,43.8143966439106,44.4723755259366
16.9457036168119,16.9701961055695,17.5353374501606,17.2531707794145,17.3610772863909,17.836465699127,18.1394738449211,18.3574043461876,18.5993788087919,18.985486411221,18.9406332977919,19.4129026641325,19.5901097338653,19.8928305688672,19.7888971270061,20.1668119031935,20.8946587269718,21.0506205248433,21.3500267621158,21.3264670190598,22.0916934186438,22.4643065282577,22.2291381791718,22.3641523745666,23.0831640534758,23.0830196917098,23.4156398176125,23.1285841389291,23.6057484758027,24.2637273578287
34.9184987193958,34.9429912081534,35.5081325527445,35.2259658819984,35.3338723889748,35.8092608017109,36.112268947505,36.3301994487715,36.5721739113758,36.9582815138049,36.9134284003758,37.3856977667164,37.5629048364492,37.8656256714511,37.76169222959,38.1396070057774,38.8674538295557,39.0234156274272,39.3228218646997,39.2992621216437,40.0644885212277,40.4371016308416,40.2019332817557,40.3369474771505,41.0559591560597,41.0558147942937,41.3884349201964,41.101379241513,41.5785435783866,42.2365224604126
