Ensemble,SC,Lasso,MC,MDD
1.736755892609948,1.9183620167141222,3.0913755554213607,2.2822245580343554,3.451615459407768
0.9896251768704538,1.30882436259943,2.8815443471512467,1.4116754476095412,3.4951980271051473
1.2068829244187353,1.45190191987544,3.4180138666700413,2.0975195449168145,3.6761804921102677
1.276175358168987,1.4158408939790892,3.737915638635733,2.102277465185252,4.844037435422754
0.7785789771927719,0.8616469563277572,3.274896189608488,1.2892934291068092,3.449473571321601
1.2806861362292663,1.374699704080396,4.053940511334173,2.007991660205102,4.703810787966351
1.2637106871601238,1.5127963174215586,4.784408685413432,1.9515791433619876,4.405518459172034
1.223614913914418,1.4856797967569741,5.149042739532092,2.018505021202154,5.337144198610458
1.1189091413073997,1.3471521392353794,6.417193337428955,2.1844311688078175,4.920111465565274
1.1743221540404043,1.329596950709577,6.840099437104364,1.8948131894220006,6.518480203475207
0.9932479323437379,1.3011802554351277,5.13290278495026,1.920032163835238,5.1085793620886815
0.8698166480302522,0.9769510603050433,8.334249261145892,1.4988438757103695,7.236906517636751
1.1315956581023294,1.5621347953498608,7.245887740746313,1.4239437318500905,6.988925853639757
1.38987745046849,1.6972945838832616,9.400316447774703,2.217895679607311,9.453837920215264
1.0252825621213622,1.3741051893257257,9.441486751141104,2.243567743442013,10.057298558860571
1.0756455529082394,1.307433232173671,9.696493955536656,2.420826579663368,10.381398848437966
1.3094637585765987,1.61919830984191,11.787664903303106,2.36233250272904,12.818200103082779
1.3285267314416185,1.6156250191217743,12.040873721397011,1.9601425372226018,12.820644738533304
