"V1","V2","V3","V4","V5","V6"
12.4770697054181,13.2453880877021,13.5789550414647,13.5719011832139,13.65836250457,14.1239775456987
6.66324978978211,7.31721767534862,7.75789700428193,7.80209277895497,7.85861548418019,8.3772212272421
17.9279545071194,18.6599824333445,19.0226789067133,19.0902503116533,19.1812412798529,19.5672446543278
49.46267935831,50.0513885104724,50.2912620611661,50.501104177447,50.4766229006963,50.9797510288107
24.9645176785982,25.671392986704,25.9881440732755,26.0452278195584,26.1239672202144,26.4814375443157
11.7061348408633,12.4638741548996,12.6880180402745,12.8568953566951,12.9341960613281,13.5103664391905
9.0718967897204,9.82061340531611,10.0563056689038,10.154220995598,10.3366128585047,10.6861630256807
42.1199876459185,42.8808804372322,43.229765249894,43.209367974404,43.3262426257812,43.7617918101676
47.5060124200487,48.2530217754821,48.5283090835567,48.8100531978818,48.7373948325857,49.1870365158376
45.025892961081,45.7601821784323,46.0138663864477,46.1338758199921,46.2380614967038,46.4592553434467
25.2302290516008,25.8580562725581,26.2098889229959,26.2595610352276,26.2764949845353,26.8331534371336
20.9695543895831,21.6981470134079,21.9985744288887,22.141817667925,22.2225424222008,22.6384878482076
46.8379991164783,47.4802782464148,47.7990166018911,48.0421404831306,48.034540428615,48.4774887315116
18.5303604764031,19.2356930227472,19.5489014060258,19.6247692577815,19.7183069550646,20.1056381880327
10.733928589531,11.4683753237972,11.7713303934298,11.8786196355465,11.9620348258403,12.4947960122371
25.9495566774009,26.8162347581785,27.0927905214097,27.2187302773176,27.321839669663,27.6664548991256
6.9428687475791,7.69232458363038,7.95199201986565,8.08225584675275,8.1511323614544,8.571617496862
53.3827773707015,54.0566914418251,54.3521119626873,54.4261713155089,54.480623922544,54.999882529522
29.8837694680129,30.3800462076126,30.8011916498261,30.9472146766918,31.0206523585707,31.4340440008539
51.7939169280888,52.5133906819255,52.8714711376648,52.8777225840257,52.9748696746442,53.4498002422292
34.5135173184736,35.2818045496531,35.5016217803566,35.6042388023472,35.6994208358768,36.1813946569905
52.6643325358597,53.3121052322787,53.606221972017,53.7679974080017,53.830428500898,54.2875878091612
11.7989794901248,12.4604217905126,12.8524336782869,12.9522501507814,12.9705945290167,13.5653756826952
46.5290554638459,47.3718617683976,47.5951697015661,47.7034439318388,47.8618869440508,48.2300865052754
28.3576507706985,29.0239640379249,29.3525328588721,29.4079025978779,29.4462109101827,29.958991073009
