"V1","V2","V3","V4","V5","V6"
15.0360569532598,16.3829464862103,16.0985007800099,16.1154261315556,16.4204088107546,16.4674831656044
41.1526235629933,42.2765091026034,41.9406236998746,42.0507400991193,42.3282050082476,42.4191524897002
8.78132234308639,10.0514534749077,9.62536884811229,9.74061648239637,9.92199882499302,10.1179128182443
30.480158818225,31.7766432803198,31.4781290160195,31.4255269994869,31.8088215853392,31.8332125211956
21.8590894219501,23.149903821603,22.7886922398069,22.7632028015377,23.0053706224375,23.1126820932736
29.4940328569805,30.7347527010991,30.3753294826435,30.4298829062804,30.6812881114022,30.7792697239987
19.7657513320893,20.8457975237203,20.6584225768157,20.7615858621263,20.9780992041817,21.0234974815895
29.9577686475662,31.2885726204878,30.9093018101989,30.9411683377322,31.2250755833063,31.3024343209587
46.9789061765569,48.2059482509774,47.8082230247209,47.9163085852724,48.1665320479607,48.2908019401699
28.8881456940928,30.2232599459665,29.7834732088251,29.8769353550763,30.1178133225411,30.2903510678432
51.163417971463,52.4573565326722,52.0283808302698,52.1477009636523,52.4319709853863,52.5575536826335
34.2826793414655,35.5594060476058,35.150702171597,35.2061305041048,35.440110860053,35.6831530072523
32.6317893782011,33.8778025126997,33.5594117669056,33.6395231278297,33.9444335748034,33.9317696326406
28.871130579616,30.0320680746617,29.7929187853057,29.8877683755766,30.0516305591371,30.1968976548882
49.1084638720272,50.3542233093526,49.8897295177406,50.1103286378026,50.3395906368521,50.4713853709949
34.9165474922908,36.2042481039424,35.7926234117393,35.8384865619551,36.1900462341068,36.3272055755397
26.9540491980084,28.2484411811497,27.8585102850584,27.9539422576052,28.2657979455498,28.3261904541469
54.4438358787979,55.6960760393867,55.3181045468804,55.3295135868537,55.4869137350374,55.756136774979
9.07520746044416,10.2757437640954,10.0002719907001,9.95071559171812,10.3257725136092,10.4810660276115
41.2216738548097,42.4470287404871,42.0046935857809,42.1846881797898,42.5188529796792,42.5195835453526
44.8080348997546,45.9943783609929,45.7173028763495,45.7396844537681,46.0402943363994,46.107858725026
32.77475564089,33.764960486139,33.6006388206797,33.6926486896106,33.8726047568425,34.0654827240419
23.3162145839944,24.4891057457433,24.1669133860724,24.2748535296893,24.4272548114036,24.6171282092222
45.8001142274271,46.9469830530542,46.585834403421,46.5046986030707,46.8905475166243,47.0641656677389
9.50065682715774,10.8473014082815,10.5407033431556,10.6384336237493,10.8047747709117,10.9707349390596
