"V1","V2","V3","V4","V5","V6"
54.3038941655831,54.4479122505413,54.567360732762,55.0706461852979,55.3551274634828,55.3898912142512
47.621608886686,47.8492692577443,48.1077584455389,48.4431631212199,48.6877012633579,48.7107356939619
45.4222768097304,45.6037465696133,45.8599651989681,46.1550734751881,46.5160152606292,46.4092058205329
22.1336712015762,22.2987266761161,22.5237676939248,22.8891211817335,23.2299921832596,23.2284244057635
35.1606665612071,35.3096368699566,35.7862440667076,35.950967932816,36.2526296867887,36.1858311838596
41.3539686730818,41.5355572268785,41.8298695180296,42.1389454207198,42.4513325914129,42.3099234969121
30.204228966457,30.4054765791952,30.7469656197938,31.0229039257603,31.3266086055795,31.293697223816
7.01378105248644,7.27194087266688,7.43854397253651,7.8082702245992,8.0653104042771,8.11210879522448
29.4685759021128,29.6172124538932,29.8737718595372,29.975093133107,30.4063582494359,30.4345869866909
35.5935812663553,35.771950866547,36.0310542379601,36.317492327253,36.6376557269664,36.6719818843462
27.9128343668118,28.1205455903035,28.4288909532974,28.6980432226961,29.0853789685316,28.9905213849307
11.6192340673132,11.8726860159664,12.0551020899866,12.420922895833,12.7570950077515,12.7237243391136
7.97639503476721,8.15534310553853,8.46426435970637,8.80426332590526,9.110066208945,9.11062481473597
49.8237514145594,50.1958136049668,50.4539279068956,50.8600307675156,51.0943529907636,51.1291758022087
49.6694042883169,49.7886028057021,50.0352423597806,50.4207927384368,50.6843954313433,50.7000080419798
18.1032235314416,18.3719506237251,18.559963582085,18.901446540368,19.206355162018,19.1648907620537
18.1976799303233,18.4877829823298,18.6029545248854,18.9479216720325,19.236235478714,19.3165725438303
26.4396532333733,26.7065654351514,26.7781069256288,27.1795787230099,27.3896521407126,27.3689491080664
51.0849288127619,51.3196112603225,51.6267495856903,51.9622523770953,52.2366321227558,52.1847900338763
26.1260922139836,26.245955901693,26.5076512072103,26.8595466814041,27.1763452379221,27.14610751997
9.30679680385864,9.52034229821746,9.81290772556486,10.0784340845106,10.3490869802552,10.3650935449572
54.3801420220236,54.6036292841754,54.752446045419,55.1540603110036,55.3919556544753,55.4028182929541
55.7197358915172,55.8116691616235,56.1739441190663,56.3371007794714,56.5672704426095,56.7382812483435
17.3009912948763,17.6328632238041,17.8323356393436,18.1295151140385,18.4601907887323,18.5043043004498
40.4478652977609,40.7449636239614,40.7687898623092,41.1735936266717,41.3129113033458,41.4169972119071
