"V1","V2","V3","V4","V5","V6"
37.5926025895631,38.4400273756834,38.1687482945874,38.0963949955186,38.5852519205198,38.7100450679694
41.1260169642735,42.0158435381409,41.8223351292815,41.5354914229659,42.0851855454619,42.4908202986682
19.8648393663105,20.7563208110157,20.3734509148356,20.2240718115283,20.7471938693589,20.9011172866066
41.4985164617978,42.5978229072033,42.2079836677381,41.9755586953411,42.6088045912729,42.8166620927024
47.2555344190777,48.1045261925702,47.8113927711034,47.6204682536624,48.1829388824872,48.209537248216
38.0390788070387,39.0717818765995,38.6017827718759,38.469853688553,38.8816143956263,39.378235404429
49.637123010863,50.560679219368,50.1807494531683,49.9972455206896,50.5745069183784,50.8200984009741
46.0884276062551,47.1703655260467,46.6396438879179,46.4563447929308,47.1286403303755,47.2980136739844
44.4408872707136,45.4001860328574,44.9906403856955,44.8949909836292,45.4652997937453,45.5712724304233
47.3789555434913,48.3084622087971,47.9344334550364,47.7389907350765,48.3282448186096,48.5515704101585
51.0883711847461,51.9953121739937,51.7319236894812,51.4727801577762,52.0848451029296,52.1708056804182
18.6306350059582,19.5469881335737,19.2363751876669,18.94616793432,19.6070719340586,19.7588395081194
21.0988226929464,22.0120057703366,21.6468022267751,21.5212415332566,21.9907686608462,22.2912547485049
35.3177482234284,36.3172194460303,35.8464912067028,35.6979227581892,36.2314919774024,36.4601528756384
34.9228886943501,35.8001423308097,35.4309587353185,35.4694078506778,35.8705860915974,36.0059575419091
47.5875906265629,48.6298254185205,48.1387876396732,47.8251651895319,48.5343309839366,48.7440235459482
35.2765733776938,36.2397139160673,35.847163894683,35.5278239776502,36.1940781942593,36.4599881048325
43.5535045207208,44.5458463166396,44.1078380097041,43.8149755452276,44.3293031202145,44.5239848636483
12.1657789528696,13.1915754171724,12.6914507566147,12.582683492591,13.0748124938875,13.2898041705523
45.8065805477824,46.8152901676993,46.3326766687149,46.2845884731023,46.7713771480203,46.9431707957679
45.1588068699485,46.0376475205492,45.6161468019888,45.4302901092125,45.9534650305588,46.1307964379453
48.0392627714519,48.963394381623,48.5526705963915,48.3042695058714,49.0104108673651,49.1106941384757
39.5629887419705,40.6594351100961,40.2209905145396,40.1751967743782,40.6363305813995,40.860307158873
18.4536284082924,19.3414520586144,19.0357638614811,18.859361825626,19.4734235515752,19.4919979480379
17.5048014039304,18.4140190140788,18.0230659170164,17.8539527911652,18.3910019502872,18.5416739028596
