"V1","V2","V3","V4","V5","V6"
31.3272836979453,31.9771252207507,31.5802372521184,32.3255422540591,32.0381646947835,31.9366222988957
21.8838819777607,22.3527151765878,21.9956031766173,22.6970784649611,22.5610789182735,22.4160250368429
20.5349955441482,21.2139770475783,20.7486074620294,21.4261383989018,21.2084954046844,21.2376577514659
26.4350232386624,26.9567329247495,26.6705385196201,27.2817094391568,27.0573664815054,27.0601008241093
42.5144522546138,43.1483633883527,42.6186548778295,43.349478356485,43.1491651442925,43.1537192496433
28.1857129044214,28.726076120665,28.2883176327771,28.95346646214,28.6721220132399,28.7887569204331
19.9605049131253,20.614695434717,20.1943566425802,20.8938490180285,20.7101165145085,20.7187588994028
17.5322149191448,18.1512310811402,17.6771070355555,18.3120569685009,18.2302878947843,18.2030392171995
53.7038902993973,54.3059204358128,53.8188997000937,54.4184648017221,54.2612921551288,54.3262842548323
44.3907674744867,44.9963412749424,44.5437173664925,45.0753807241761,44.9607763459646,44.9840673640588
24.8654009121814,25.3884305874623,25.232497331709,25.9007561506204,25.7746456837504,25.736969401933
27.7573238635829,28.3318981597148,27.9472410963515,28.5587481686202,28.2759914955011,28.5669489659754
20.0411074592054,20.7337623641932,20.1646110613055,20.8652589488051,20.7312839347021,20.6761630592362
53.452716659292,54.0358337704302,53.602564677664,54.2807496669632,54.0801680157716,54.0074039298913
47.1095239412568,47.6581302751918,47.3011490072487,47.8802085145235,47.6441513562768,47.6953337226528
9.26710561910105,9.89400310451859,9.43450197314326,10.0619201195822,9.80896878012253,9.92821107160403
14.1713499239054,14.7578518174065,14.23964066897,14.9585588163576,14.6892629150103,14.8022105179115
31.2768718945065,31.9354873530377,31.485631473184,32.1681898352346,32.0055526165137,31.9924780569891
53.3333029250368,53.9944594460358,53.6345254201103,54.2729809564036,54.1566978059629,54.0935233978928
11.5427605880056,12.0940573089891,11.7346430037521,12.3621685043382,12.1584993750117,12.2081487598028
33.3866734667608,33.9235206304231,33.4692535764275,34.0543006624828,33.8975453643927,34.0577287647169
11.7256699758871,12.3444083068183,11.928954834237,12.5363201370172,12.2874829751669,12.4868632288149
23.5348131347605,24.0836268932788,23.5870505110926,24.2831371818547,24.0333270392679,24.1149745113842
49.3160330035802,49.9402220731377,49.9197387635964,50.5971159007992,50.6216538923444,50.0756418255081
49.6428021938605,50.2600881966322,49.8756550816307,50.4022650135384,50.17712676471,50.2769218634515
