"V1","V2","V3","V4","V5","V6"
28.3016608493942,28.654529387294,28.723108380119,29.2087861060894,29.4352412929382,30.1437658706783
43.2750197282888,43.7583299562362,43.7491147944967,44.197778894483,44.3936599769044,45.2433716733736
17.9904520180814,18.5053423617909,18.4629985745026,19.0092458192582,19.1491939520373,19.9857035757687
41.7623381134579,42.2013826481018,42.0290707310132,42.5782320952015,42.8713255986407,43.4002552219068
50.3768867875471,50.9098773297319,50.8864396864428,51.375602675758,51.5580468001785,52.4062165373521
30.8197512756173,31.3924728228307,31.2814500716689,31.773423693855,32.0352681000054,32.8284532720435
27.1385109035386,27.6936123336893,27.6523519938565,28.1362711147402,28.2540896311176,29.0160616063421
38.3523937815318,38.9104225494504,38.8345489413751,39.3499043015917,39.6100923208684,40.5049781397094
52.0850044999339,52.810541737458,52.5444803332982,53.0911732134284,53.2538542849196,54.0123132551822
23.2684502795847,23.7876074921199,23.7708714265185,24.2034276580421,24.3014423011755,25.2664460772623
32.3169486393321,32.5194342086132,32.4850108355733,33.0202743974724,33.4607690993273,34.0529839532446
48.0756752489627,48.6138551550257,48.5382186818278,49.1382866716613,49.2834962417959,50.101759277255
27.6363192427379,28.1520776951259,28.0250142039167,28.567469023849,28.803209422726,29.5069962651106
51.3860050571418,52.1322284730253,51.6606926449986,52.6797763819343,52.5603604552683,53.10888898018
52.8473562845276,53.5679251599828,53.3342214250736,53.9211264600569,54.0166409096846,54.7892878716283
21.322013879324,21.8167451213273,21.7573144482676,22.3466803114049,22.4806533253119,23.3054881822028
54.8567952330441,55.32969621369,55.2907146776187,55.8572093579687,56.0486589275658,56.7962895354716
34.8626008703354,35.2757096245241,35.305018676919,35.7986141765165,36.0245180390904,36.8290343407668
25.1718508510853,25.7948626604574,25.7538797322626,26.2577404658389,26.4712896187802,27.2542250096705
25.2342313944738,25.7396788598651,25.6450386220711,26.2982740718324,26.3696142298194,27.1347052491549
36.7193807833702,37.2589842306213,37.1799887082007,37.7345356480699,37.8889908940318,38.7154232194979
14.1785266131289,14.6356751870917,14.6075539660975,15.1557540217878,15.4689893842325,16.2089893346666
15.1546548555085,15.6428874650155,15.4433792379615,16.1242053879833,16.2237573461475,17.0845481496516
33.2371727859294,33.8277945689726,33.7470571350361,34.2135121436028,34.3791327669245,35.200199729242
29.6103464193442,29.9112027307126,29.9080192617398,30.4208269313859,30.6348933054015,31.4473533215697
