"1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30"
15.4870546631547,17.1828990080979,19.1170538022356,22.4007104196142,22.4294753497127,23.2622719413718,22.9938747780386,22.6486466986374,22.3178208617769,20.1549293124656,19.8428755274362,16.5179613636604,13.3125541594196,12.616470178497,10.7329419013882,8.95963374324787,6.69002002760182,7.03664267586212,6.28179888457632,7.99029897097018,9.59234759623892,10.7997670981505,12.6027888587753,14.4284524147929,17.1542746846556,20.3581321855228,24.4789581972682,25.9912979021912,28.1912106927938,29.4259872324729
47.9284319322702,50.0741692032402,53.2964111402011,54.1291102083767,54.4624196003818,57.0759807015744,56.8203972100838,55.5254657285974,55.0515375847687,54.3549862868541,51.40994241122,49.318837177667,47.9951447385122,45.2544914681312,42.6554248335388,41.0142579818712,42.0610991124662,39.4394408644615,40.3260818752448,41.1633486650466,41.2904670451633,43.106247879608,44.8703667448284,47.4636578245586,49.277538225593,53.5010329813755,56.6462384420064,57.965145262402,61.557377157884,62.8437555060715
30.0027164028285,33.6370259701555,34.7994457631061,36.4785487427785,37.8151207422275,37.1932983393236,39.5267000450086,37.5263184133695,38.1012763606646,35.1965527833433,32.0928987867313,32.1914697513722,28.7180238954576,27.231305353878,25.6224254071951,24.3748641645974,22.726915389927,20.4946598426426,21.5003187279044,22.5241687693742,24.8062889797965,24.3867939309202,27.3828849085069,30.1013546784878,33.3441375924892,35.3517119509991,38.0887864258009,41.4423676770996,43.8088844609728,43.4573613544356
33.5460209049044,35.7542906481657,38.8684837171948,39.3250102056854,42.239089967577,42.3403851253058,41.8410775579322,41.4007891039649,41.5869108996496,39.3026171403754,38.1058065942928,35.8044847383117,33.546388839953,31.9302758307123,28.6702373394562,27.0644893812916,27.1056008641154,25.7084566348503,25.5476226128251,27.1013816086633,26.7166779341516,28.9135697020164,31.6479896155766,34.634716306384,35.7106758479364,38.5783542772952,42.0074537223269,44.4275709419082,46.7583294689502,48.7402424369094
23.1754238483292,24.4557059204671,28.0277372272174,30.3062410750578,30.8420046348869,30.7587702607422,30.9733467277206,30.2273310323695,29.4849526643199,28.4615183277387,26.525996487027,24.3920790204466,22.2884135936031,20.2798863194642,17.7980168522569,16.7320250386553,15.5689012702627,14.9918932582358,14.3340918047808,15.5367407047897,16.8303641654782,17.6706031829251,20.4930777676602,23.6342038584107,25.2812212580839,26.9942956330305,31.1281411166931,33.769897439673,34.0169615863078,37.06784799827
9.0986967685964,12.4965363426198,13.2309955135035,17.4708214773303,18.224426461162,18.421696915738,18.5174359997412,18.0575745437587,17.4798126507508,15.4339497113095,13.5713600770579,11.7081089165449,8.40706334515582,6.50999493798232,5.48638141752963,3.40093578322272,2.15495275985509,2.02871586237577,1.62093244065773,1.92073801338511,3.6516245938344,5.19954266795024,8.30512942141408,11.1457232474876,13.2970576665491,15.5207896047545,18.971378432422,21.6265146125724,22.3993040641763,23.6143636825857
43.6811086103653,46.4026277478107,49.7890300261503,51.7372287187813,53.7002783298602,53.7194472651985,53.3746420583657,54.11994406674,51.781149578784,50.2405829322342,48.2329146184417,45.6044032192299,45.0460141483979,41.1856074580145,38.8154388341825,38.2819982945705,37.0332201336876,37.1757120105818,36.5380914141658,36.7348727227377,37.4214898913928,40.1167513393621,41.1044962765692,45.442122141915,48.379971682663,51.5496430009642,53.048197328329,56.2887332470574,57.200322193458,58.4219113668159
15.1203337755421,18.2671803070645,21.1937755834886,24.0074275736134,22.7552276014389,24.3004373605223,25.093475322885,23.8720585574272,23.8611529331147,22.864797116287,18.7893457931801,17.8346863183607,15.243399480667,13.1916660745797,11.2560405724895,9.65688733708219,7.70922361867448,7.32157660277199,7.45051687483746,8.83966055253799,9.69749074573903,12.1946799715862,14.1915702964646,15.7664033767337,20.4110507476374,22.1474609967232,25.7979820846148,28.1981727547352,27.7044369538292,29.6703027707275
41.8821526832503,44.1578156329435,46.47653674319,49.3302192347582,49.9966944048488,50.3160594898716,50.9833017378046,51.0443655634395,49.1596115496752,47.830083619509,46.1647306617904,41.8588405704134,39.7004185568058,39.1877622068874,36.9606644465773,34.9021032580176,33.6790452460618,34.1350149601564,34.1689035543284,34.063649697177,35.4875750435462,37.1629244051788,40.2872589383735,43.1461004822614,44.7428884454609,47.3715005501375,50.3537417904408,53.3481555544465,54.7610807692949,55.3598365390491
27.2030325381449,28.050247265922,31.8847083554801,32.628995037293,33.9815819758595,35.0612605452999,35.792613544303,35.571009773207,33.3778139641833,32.6719480257604,29.8163048438413,28.6659238914913,26.435762828642,23.4116282924432,22.6192162715145,19.7607207196765,18.6479299332954,18.7261298037418,18.7867489595156,19.9019826088809,21.0612806280712,22.0987993355118,24.0797134888432,27.5435033641944,29.0324728586483,32.134601796899,35.1299702694096,37.326873389456,38.5068938092916,41.9418347474031
