Ensemble,SC,Lasso,MC,MDD
1.2396696390634265,1.6275664569664072,2.130934338681435,1.7563153467359849,3.979686417921592
1.1096861343197344,1.5718556010673437,3.33085471941609,1.9839506249310752,6.0904945079201935
1.6755585028345976,2.1284577049481213,3.629352983684527,2.7643336411510586,9.916394989618162
1.4255127645614678,1.6818831553482716,4.060483832129669,2.193397023072158,9.151577992153161
1.1496885600525442,1.6460251585760883,3.732280526201992,2.1539089958396405,15.007349867270893
1.6394179660795092,1.8764196003697113,5.8172742973988605,3.350502391772088,20.36034796386763
1.1877752542370492,1.3099162864099738,5.568539028677884,2.390939047442354,23.96241713789824
1.7299185245612363,2.1859781002098444,6.434167753687866,2.4845616336980747,28.10020307844836
1.8042173236636392,2.11781546313244,8.216640766771045,2.3606027602283817,34.240476907242325
1.1796256338944533,1.6273139847353422,8.946554404005221,1.7087317612943482,31.031453237199415
1.4800947065572143,1.9120186188343526,9.460038598541077,2.4440245275527945,38.48415510990583
1.4595858821132717,1.8607675174951843,12.16678809662708,2.540082487671472,50.63005648545069
0.971259465569387,1.1746663678405138,14.33005176610461,1.702895424361533,53.33633436361337
1.3156831621063783,1.7156067146542378,14.448471306946132,2.3421522205573155,62.83835703924091
1.261455036900003,1.4917388155087676,14.971971965826958,2.0821715136527863,65.94206235702309
1.4470763447637833,1.8695916320505788,20.34454702617248,2.5191476559691792,71.14195762930353
1.3275324007193734,1.5077202595623311,19.479938385889675,2.443988074397153,86.58521331293188
1.328887016908518,1.7743888590374053,23.374072541436316,2.129340553166897,100.4481889292966
1.1086811242685337,1.7734838071195889,23.343415258950884,2.5247144939577897,104.50909474243848
0.9411752516011176,1.4068839816488938,26.96789405466741,1.746435340094292,116.69941572103919
1.2100072551447643,1.8288919627649236,27.184095420188513,1.7676233919099957,133.01430367407391
1.531290170518065,1.9952923836659564,34.306545623553646,2.4703581666127095,153.20159781459927
1.2248329715410806,1.833467022319166,33.58431055915546,2.349759706441427,142.8335777869765
1.1095508993832162,1.4873111203827774,35.63547957383002,2.6279120705715076,180.60869564258607
1.306736409422607,1.7894244810670563,38.70794531133325,2.450138784900835,176.53391391551588
1.4980411637665967,1.7928446770597373,44.32203581894257,2.217608750236648,181.03163756702625
